text,sentiment
"planning! trying call doctor, though isn`t going well. mostly, planning",negative
hoooray! i`m hooked already,neutral
ok good day,positive
agree. everybody would`ve excited goes... ohhhh nooooo..... screw again..,neutral
edge left contributor list month`s issue. x ffs. <- werd,neutral
"ooo growl yummy time coming soon huh oh yeah, hunting combo tshirt, think find one?",neutral
im back z-index problem...again,negative
anyone there?? bored work...,negative
hating life moment. there`s many delicate little mind take,negative
www.myspace.com/fashionisthenextcity check started new tee`s limited edition different way !! check facebook group,neutral
'they' husband girl?,neutral
thinking vegas??? good idea place see!??,neutral
first day summer sucks!!!! overcast cold... isn`t summer!?!?!?!?,negative
hi one kiwi artist another kiwi artist,neutral
say happy mother`s day mom,positive
oooo ok havent accepted friend request,neutral
sorry tweet bgt poor wonderful crazy weird greg fair. silly little girl never going cope. urgh. fair.,negative
,neutral
_michele thanks that...am following them...love good cause,positive
available area would,negative
friday! 5 hour i`m free!.....until tomorrow. oh well,neutral
meeting time im trying win something prize`s friday!,neutral
waiting 5:00 & cramp,negative
philosophy final today! thank it`s 3 day now!!!!,positive
"`s plan didn`t go followed, ok",neutral
_what_ do? let guess... skipped sport bought new pinkish outfit?,neutral
rain please come,neutral
pleasure,neutral
1st presentation senior boards? fml,negative
"lol know funny, ahaha",positive
wide awake grouchy ****.,negative
"thought thing couldn`t get worse. did. get even worse tonight, bet. life misery.",negative
don`t app,neutral
"lol hi emmy, latin would help study aptitude test get grad school ;\ thats wanna take",positive
supper tonight kurumi 10 minute,neutral
_kap think it`s cute. every night okay?,positive
happy...skool let out..! today last day..! yippee! r.i.p jackson tyler morris..! always loved never forgotten..!,positive
hi mariah,neutral
_yours13 i`m home cat right now!,neutral
wheres music mannnn!!?? inbox still empty,negative
atm? oh yeah. apple juice i`m rebel!,negative
"...i`m sorry still sick u know them, know u guess 'pelzer present' ;-)",negative
nice one !,positive
exam 1 today. going get license renewed birthday getting closer!,neutral
gotta get creative mother day gifts. i`m gonna win love!!,positive
think gonna rain,neutral
"aah. well, friend there. wondering all`s great weather`s good...",positive
"yrbook signing w/ evryone fun, i`m gna miss evrything",neutral
lost artistic ability,negative
close enough could run get one,neutral
stone cold crazy.... ?,negative
totally austin power withdrawl symptons darrius withdrawl symptom mommy minne withdrawl syamptoms.,neutral
_xo pretty took like hour ursssss!,positive
senior`s last day.,neutral
crisis: forgot fringe comb i`m men....no one help,negative
already got ticket; thanks making sure though!,positive
thanks new followers!,positive
"- we`re getting closer rather real lobby date - chicago, blogher09 - squee!!!",neutral
lost vocie adele laughing lol still wondering i`m college week,neutral
"_kill_boy oh sorry! getting reply nothing you. yes, know nirvana",negative
"busy working new kit... couple interview done...yea! weekend! pray uncle, still young massive stroke!!",positive
"didn`t get bitten rabies infested person last night yay me! gonna scare rachel quarantine tonight, shall fun",neutral
_ nooo roo crying. omg wanted slap her. singing fine nowhere- boohooooooooooo,negative
watching simpson,neutral
good morning! - court - crossfit - bible study - someone special`s house,positive
great time london,positive
"work very, soon. way soon!",neutral
phaket. anneliese want do?,neutral
emergency room cousin. she`s got mad flu can`t walk breathe. hospital always cold?,negative
thanks greeting,positive
i`m hungry wife bodyshop party bringing takeaway home - much longer party go on?,neutral
- pretty baby!,positive
invite house instead,neutral
i`m bit ben`s thai-ed,neutral
,neutral
jungle book 2 sooooo cute.. nothing eat drink,positive
dead stopped express lane. would happen choose take it. way now. ugh. hopefully get moving,neutral
_okeefe yay! you`re twitter! you`re secret celeb crush! (too much info??),neutral
"ah, ok thank youuuuuu!",positive
"twitter, fail life sometimes. oh well.",negative
phone call yet.. 20 minute pluck courage. wish phone would ring,positive
*points gear question posted* cant get rest dreadweave set,neutral
"remind much omaha girl, use date. guess jeans, (calvin klein wore).",neutral
sherrieshepherd gave link give twitter tips. hope help,positive
loved mini,positive
yeah i`m okay icing ace bandage sitting **** twitter... lol thanks,positive
you`re gorgeous!!,positive
guess relaxing dinner movie tonight...i looking forward day work,positive
laptop grew speakers. watch charlie sound,neutral
rofl uh huh,positive
funny! 7.,positive
"well doesn`t look fab, even say myself!",negative
deadlines!,neutral
terrible headache. need relief!,negative
"two month ago, became irrelevant.",negative
finally sunny day i`m sick go outside play.,negative
good luck!! exciting,positive
working vacation thailand. getting excited every day,positive
won`t home till like next month,neutral
"finally chance show genuine love, dependent selfish love, hope it. heart go i`m sorry 4 ur pain.",positive
"i`m game, bad leaving hi!",negative
screwed sat 2 u,negative
got im another co-worker got laid off. lot people becoming unemployed,negative
exact one thinking bestttt.,positive
easties go anytime,neutral
"folders, instead label like ? kind like label",positive
"lemme guess - ran 5 mile gym, waking kid up, going beach / recording studio?",neutral
never knew dentention hard 2 get,negative
pacquiao fight fun home wif fam melissa sat. today mission ikea. srsly 4 different freeway ge burbank.,positive
nail broke haaaaaaaaate,negative
dang... disappointing,negative
yep,neutral
much longer nkotb block party? love it! need go bed wondering time it`s over..lol..thanks!,positive
thanks! mom`s seed larger already cracked (and planted). hope avalina isn`t dud!,negative
anyone want buy anthropomorphic planter? available till 31st,neutral
"it`s beautiful day outside today, shame i`m stuck office blind shut stop glare.",neutral
woke sun! started rain,neutral
creative vado`s stock walmart.com (missed it) thanks tweeting,neutral
hate weather,negative
cultural tour 102 loiusa`s family: kangaroo sight-seeing cemetary. lovely,positive
flap-a-taco nice pleb came in.,negative
"oh, yippee lyn-z way get celebrate mother`s day first time mother.",positive
"chillaxin busy bankholiday, hope everbody gd wkend! holiday 12 days!!! ****",positive
havin much better day today!! finished last twilight book yesterday. class start next week! get yall!!,positive
new motorcycle popped cable already? wow-you ride hard!,positive
check flyer designed notary retrograde: let know think,neutral
thanks! welcome back!,positive
want experience snow don`t snow suck,negative
sore head,negative
"office, trying solve mystery whose blood bathroom toilet.... eewwwww",neutral
awwww..i love him! car soooo cute tonight!! love carl..my 10yr old sad now..lol..,neutral
bryan hasn`t replied wingnuts,neutral
watching southpark another 20 minute,neutral
thanks amy! video awesome! see tmh? he`s amazing too!! bouncy bouncy bouncy!!!,positive
lmao...ha! simply wanted go ny!,positive
"bored, cant go habbo stupid ban",negative
tried shoe new look,neutral
early wanna go back sleeep,neutral
"don`t think am, sister refusn get ticket now. next week?",negative
oh wow...hope he`s ok u take 2 vet?,neutral
"died. wait, magic jack? read it.",neutral
i`ve woken,neutral
hahaha oh man please come pomona would love see everyday instead like year,positive
jon made one greatest dinner ever: roast pork tenderloin bed wild rice bed mixed green & yummy sauce. wine,positive
nooooo raining......had 2 leave beach,negative
shower. class. class. taking care lady-friend. writing like there`s tomorrow.,positive
rockstar photographer shoot went great tonight. little different usual stuff - nice.,positive
great pics! try start selling race photo runner,positive
"goodmorning twitter, oh gosh, woke soooo nice, lol ... oh hai thar twitterverse. happy everybody (especially mine)",positive
"_dulay swear took 2 hour get bel air alabang. yes, loved reminiscing hk trip &",positive
hubby went pick fringe comic today @ store work. store business too. comix houston. 2 web.,neutral
world amazing!,positive
idea im completely lost.,negative
@ gadgetopia need dm you`re following me. send email.,neutral
awww cute!!wish could`ve gone,positive
got cable set up! win! got lock put door! win! feeling tad neglected... fail.,neutral
think may look little silly -.- also camera broken photo,negative
great talk grace awesome god works...that somehow started remote control work,positive
day beasted me.,negative
i`ll listening!,neutral
oh no....u don`t hit up. family emergency lil delay. can`t wait see,neutral
sitting home nothing. gonna like weekend,neutral
oh nevermind think thing unsalvageable,negative
flew brisbane - lax today. great flight. love lights. shame one drink limit though!,neutral
think go sleep considering hav b 3hrs....,neutral
told often wash hair would never speak,neutral
spent 2 hour looking blog topic ended inventing own. grrrr,negative
seems disappeared life,negative
"happy mother`s day mom, every mom everywhere. stroll beach later--hopefully...",positive
ohhh wanna go gahhh dunnooooooo :s confuzzzledd not???,neutral
_kittykat hello new follower haha!! ya?,positive
haha best thing office birthday hey,positive
"****, never knew could miss phone much 4 hour till told won`t back till",negative
